description;population;start_date;end_date;location;zones;annee_scolaire
Vacances de Printemps;-;2018-04-07T00:00:00+02:00;2018-04-23T00:00:00+02:00;Clermont-Ferrand;Zone A;2017-2018
Vacances de Printemps;-;2018-04-07T00:00:00+02:00;2018-04-23T00:00:00+02:00;Dijon;Zone A;2017-2018
Vacances de Printemps;-;2018-04-14T00:00:00+02:00;2018-04-30T00:00:00+02:00;Toulouse;Zone C;2017-2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Amiens;Zone B;2017-2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Nancy-Metz;Zone B;2017-2018
Vacances de Printemps;-;2018-04-21T00:00:00+02:00;2018-05-07T00:00:00+02:00;Strasbourg;Zone B;2017-2018
Vacances 2ème période;-;2018-06-09T00:00:00+02:00;2018-06-25T00:00:00+02:00;Wallis et Futuna;Wallis et Futuna;2018
Vacances d'Été;-;2018-07-06T00:00:00+02:00;2018-09-04T00:00:00+02:00;Guadeloupe;Guadeloupe;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Grenoble;Zone A;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Caen;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Lille;Zone B;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Nantes;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Nantes;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Nice;Zone B;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Reims;Zone B;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Strasbourg;Zone B;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Paris;Zone C;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-31T00:00:00+02:00;Guyane;Guyane;2017-2018
Vacances d'Été;Élèves;2018-07-07T00:00:00+02:00;2018-09-03T00:00:00+02:00;Guyane;Guyane;2017-2018
Vacances d'Été;Enseignants;2018-07-07T00:00:00+02:00;2018-08-20T00:00:00+02:00;Mayotte;Mayotte;2017-2018
Grandes Vacances;Enseignants du second degré;2018-07-07T00:00:00+02:00;2018-08-10T00:00:00+02:00;Polynésie;Polynésie;2017-2018
Vacances d'Hiver austral;Élèves;2018-07-07T00:00:00+02:00;2019-05-08T01:00:00+02:00;Réunion;Réunion;2017-2018
Vacances 4ème période;-;2018-10-13T00:00:00+02:00;2018-10-28T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2018
Vacances 4ème période;-;2018-10-13T00:00:00+02:00;2018-10-29T00:00:00+01:00;Wallis et Futuna;Wallis et Futuna;2018
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Montpellier;Zone C;2018-2019
Vacances de la Toussaint;-;2018-10-20T00:00:00+02:00;2018-11-05T00:00:00+01:00;Guadeloupe;Guadeloupe;2018-2019
Vacances de la Toussaint;-;2018-10-26T00:00:00+02:00;2018-11-05T00:00:00+01:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2018-2019
Vacances d'Été;Élèves;2018-12-15T00:00:00+01:00;2019-02-18T00:00:00+01:00;Nouvelle Calédonie;Nouvelle Calédonie;2018
Vacances de Noël;-;2018-12-15T00:00:00+01:00;2019-01-14T00:00:00+01:00;Polynésie;Polynésie;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Besançon;Zone A;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Grenoble;Zone A;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Limoges;Zone A;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Poitiers;Zone A;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Nancy-Metz;Zone B;2018-2019
Vacances de Noël;-;2018-12-22T00:00:00+01:00;2019-01-07T00:00:00+01:00;Guadeloupe;Guadeloupe;2018-2019
Vacances d'Hiver;-;2019-02-09T00:00:00+01:00;2019-02-25T00:00:00+01:00;Reims;Zone B;2018-2019
Vacances d'Hiver;-;2019-02-16T00:00:00+01:00;2019-03-04T00:00:00+01:00;Besançon;Zone A;2018-2019
Vacances d'Hiver;-;2019-02-16T00:00:00+01:00;2019-03-04T00:00:00+01:00;Clermont-Ferrand;Zone A;2018-2019
Vacances d'Hiver;-;2019-02-16T00:00:00+01:00;2019-03-04T00:00:00+01:00;Dijon;Zone A;2018-2019
Vacances d'Hiver;-;2019-02-16T00:00:00+01:00;2019-03-04T00:00:00+01:00;Poitiers;Zone A;2018-2019
Vacances de Février;-;2019-02-16T00:00:00+01:00;2019-02-25T00:00:00+01:00;Polynésie;Polynésie;2018-2019
Vacances d'Hiver;-;2019-02-23T00:00:00+01:00;2019-03-11T00:00:00+01:00;Paris;Zone C;2018-2019
Vacances d'Hiver;-;2019-02-23T00:00:00+01:00;2019-03-11T00:00:00+01:00;Versailles;Zone C;2018-2019
Vacances de Carnaval;-;2019-02-23T00:00:00+01:00;2019-03-11T00:00:00+01:00;Mayotte;Mayotte;2018-2019
Vacances 1ère période;-;2019-03-30T00:00:00+01:00;2019-04-15T00:00:00+02:00;Wallis et Futuna;Wallis et Futuna;2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Aix-Marseille;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Amiens;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Caen;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Lille;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Nice;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Orléans-Tours;Zone B;2018-2019
Vacances de Printemps;-;2019-04-06T00:00:00+02:00;2019-04-23T00:00:00+02:00;Rouen;Zone B;2018-2019
Vacances 1ère période;-;2019-04-06T00:00:00+02:00;2019-04-14T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2019
Vacances de Printemps;-;2019-04-13T00:00:00+02:00;2019-04-29T00:00:00+02:00;Clermont-Ferrand;Zone A;2018-2019
Vacances de Printemps;-;2019-04-18T00:00:00+02:00;2019-05-06T00:00:00+02:00;Guyane;Guyane;2018-2019
Vacances de Printemps;-;2019-04-20T00:00:00+02:00;2019-05-06T00:00:00+02:00;Créteil;Zone C;2018-2019
Vacances de Printemps;-;2019-04-20T00:00:00+02:00;2019-05-06T00:00:00+02:00;Montpellier;Zone C;2018-2019
Vacances de Printemps;-;2019-04-22T00:00:00+02:00;2019-05-06T00:00:00+02:00;Corse;Corse;2018-2019
Vacances de Mai;-;2019-05-25T00:00:00+02:00;2019-06-03T00:00:00+02:00;Polynésie;Polynésie;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Dijon;Zone A;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Lyon;Zone A;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Nancy-Metz;Zone B;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Orléans-Tours;Zone B;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Rennes;Zone B;2018-2019
Pont de l'Ascension;-;2019-05-29T00:00:00+02:00;2019-06-03T00:00:00+02:00;Paris;Zone C;2018-2019
Grandes Vacances;Élèves du premier degré;2019-07-04T00:00:00+02:00;2019-08-14T00:00:00+02:00;Polynésie;Polynésie;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Limoges;Zone A;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Aix-Marseille;Zone B;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Nancy-Metz;Zone B;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Nice;Zone B;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Paris;Zone C;2018-2019
Vacances d'Été;Enseignants;2019-07-06T00:00:00+02:00;2019-08-30T00:00:00+02:00;Paris;Zone C;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-09-02T00:00:00+02:00;Versailles;Zone C;2018-2019
Vacances d'Été;Élèves;2019-07-06T00:00:00+02:00;2019-08-23T00:00:00+02:00;Mayotte;Mayotte;2018-2019
Grandes Vacances;Élèves du second degré;2019-07-06T00:00:00+02:00;2019-08-13T00:00:00+02:00;Polynésie;Polynésie;2018-2019
Vacances d'Hiver austral;Enseignants;2019-07-06T00:00:00+02:00;2019-08-14T00:00:00+02:00;Réunion;Réunion;2018-2019
Vacances d'Été;Enseignants;2019-07-08T00:00:00+02:00;2019-09-02T00:00:00+02:00;Corse;Corse;2018-2019
Vacances d'Été;Enseignants;2019-07-08T00:00:00+02:00;2019-08-30T00:00:00+02:00;Guyane;Guyane;2018-2019
Vacances après 1ère période;-;2019-10-12T00:00:00+02:00;2019-10-28T00:00:00+01:00;Réunion;Réunion;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Poitiers;Zone A;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Aix-Marseille;Zone B;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Nice;Zone B;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Rouen;Zone B;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Créteil;Zone C;2019-2020
Vacances de la Toussaint;-;2019-10-19T00:00:00+02:00;2019-11-04T00:00:00+01:00;Corse;Corse;2019-2020
Vacances de Noël;-;2019-12-14T00:00:00+01:00;2020-01-13T00:00:00+01:00;Polynésie;Polynésie;2019-2020
Vacances d'Été;Enseignants;2019-12-14T00:00:00+01:00;2020-02-07T00:00:00+01:00;Wallis et Futuna;Wallis et Futuna;2019
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Clermont-Ferrand;Zone A;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Limoges;Zone A;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Lyon;Zone A;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Aix-Marseille;Zone B;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Reims;Zone B;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Créteil;Zone C;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Montpellier;Zone C;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Paris;Zone C;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Toulouse;Zone C;2019-2020
Vacances de Noël;-;2019-12-21T00:00:00+01:00;2020-01-06T00:00:00+01:00;Versailles;Zone C;2019-2020
Vacances d'Hiver;-;2020-02-15T00:00:00+01:00;2020-03-02T00:00:00+01:00;Aix-Marseille;Zone B;2019-2020
Vacances d'Hiver;-;2020-02-15T00:00:00+01:00;2020-03-02T00:00:00+01:00;Lille;Zone B;2019-2020
Vacances de Carnaval;-;2020-02-15T00:00:00+01:00;2020-03-02T00:00:00+01:00;Guyane;Guyane;2019-2020
Vacances de Février;-;2020-02-15T00:00:00+01:00;2020-02-24T00:00:00+01:00;Polynésie;Polynésie;2019-2020
Vacances d'Hiver;-;2020-02-22T00:00:00+01:00;2020-03-09T00:00:00+01:00;Grenoble;Zone A;2019-2020
Vacances d'Hiver;-;2020-02-22T00:00:00+01:00;2020-03-09T00:00:00+01:00;Poitiers;Zone A;2019-2020
Vacances de Printemps;-;2020-04-04T00:00:00+02:00;2020-04-20T00:00:00+02:00;Paris;Zone C;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Normandie;Zone B;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Nancy-Metz;Zone B;2019-2020
Vacances de Printemps;-;2020-04-11T00:00:00+02:00;2020-04-27T00:00:00+02:00;Rennes;Zone B;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Nice;Zone B;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Montpellier;Zone C;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Toulouse;Zone C;2019-2020
Pont de l'Ascension;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Guyane;Guyane;2019-2020
Pont;-;2020-05-20T00:00:00+02:00;2020-05-25T00:00:00+02:00;Mayotte;Mayotte;2019-2020
Grandes Vacances;Élèves du premier degré;2020-07-02T00:00:00+02:00;2020-08-12T00:00:00+02:00;Polynésie;Polynésie;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Grenoble;Zone A;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Lyon;Zone A;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Nice;Zone B;2019-2020
Vacances d'Été;-;2020-07-04T00:00:00+02:00;2020-09-01T00:00:00+02:00;Paris;Zone C;2019-2020
Vacances d'Été;Enseignants;2020-07-04T00:00:00+02:00;2020-08-20T00:00:00+02:00;Mayotte;Mayotte;2019-2020
Grandes Vacances;Enseignants du second degré;2020-07-04T00:00:00+02:00;2020-08-10T00:00:00+02:00;Polynésie;Polynésie;2019-2020
Vacances 4ème période;-;2020-10-10T00:00:00+02:00;2020-10-25T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2020
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Bordeaux;Zone A;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Nancy-Metz;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Nantes;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Reims;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Rennes;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Strasbourg;Zone B;2020-2021
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-02T00:00:00+01:00;Créteil;Zone C;2020-2021
Vacances de la Toussaint;-;2020-10-24T00:00:00+02:00;2020-11-09T00:00:00+01:00;Guyane;Guyane;2020-2021
Vacances de Noël;-;2020-12-12T00:00:00+01:00;2021-01-11T00:00:00+01:00;Mayotte;Mayotte;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Corse;Corse;2020-2021
Vacances d'Hiver;-;2021-02-20T00:00:00+01:00;2021-03-08T00:00:00+01:00;Reims;Zone B;2020-2021
Vacances d'Hiver;-;2021-02-20T00:00:00+01:00;2021-03-08T00:00:00+01:00;Rennes;Zone B;2020-2021
Vacances d'Hiver;-;2021-02-20T00:00:00+01:00;2021-03-08T00:00:00+01:00;Strasbourg;Zone B;2020-2021
Vacances 1ère période;-;2021-03-27T00:00:00+01:00;2021-04-11T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2021
Vacances de Pâques;-;2021-04-03T00:00:00+02:00;2021-04-19T00:00:00+02:00;Polynésie;Polynésie;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Lille;Zone B;2020-2021
Vacances de Printemps;-;2021-04-30T00:00:00+02:00;2021-05-17T00:00:00+02:00;Mayotte;Mayotte;2020-2021
Vacances après 4ème période;-;2021-05-04T00:00:00+02:00;2021-05-17T00:00:00+02:00;Réunion;Réunion;2020-2021
Pont de l'Ascension;-;2021-05-12T00:00:00+02:00;2021-05-17T00:00:00+02:00;Guyane;Guyane;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Clermont-Ferrand;Zone A;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Amiens;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Lille;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Montpellier;Zone C;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Paris;Zone C;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Clermont-Ferrand;Zone A;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Amiens;Zone B;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Nancy-Metz;Zone B;2020-2021
Vacances de Novembre;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Polynésie;Polynésie;2021-2022
Vacances de Noël;-;2021-12-11T00:00:00+01:00;2022-01-10T00:00:00+01:00;Polynésie;Polynésie;2021-2022
Vacances d'Hiver;-;2022-02-12T00:00:00+01:00;2022-02-28T00:00:00+01:00;Clermont-Ferrand;Zone A;2021-2022
Début des Grandes Vacances;Collèges;2023-07-01T00:00:00+02:00;2023-07-01T00:00:00+02:00;Polynésie;Polynésie;2022-2023
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Limoges;Zone A;2021-2022
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Aix-Marseille;Zone B;2021-2022
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Nancy-Metz;Zone B;2021-2022
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Nice;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Grenoble;Zone A;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Lyon;Zone A;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Nantes;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Reims;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Strasbourg;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Paris;Zone C;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Amiens;Zone B;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Lille;Zone B;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Orléans-Tours;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Lille;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Orléans-Tours;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Rennes;Zone B;2021-2022
Vacances de Printemps;-;2022-04-23T00:00:00+02:00;2022-05-09T00:00:00+02:00;Paris;Zone C;2021-2022
Vacances de Printemps;-;2022-04-23T00:00:00+02:00;2022-05-09T00:00:00+02:00;Toulouse;Zone C;2021-2022
Vacances 2ème période;-;2022-06-04T00:00:00+02:00;2022-06-19T00:00:00+02:00;Nouvelle Calédonie;Nouvelle Calédonie;2022
Grandes Vacances;Enseignants du premier degré;2022-06-30T00:00:00+02:00;2022-08-08T00:00:00+02:00;Polynésie;Polynésie;2021-2022
Vacances d'Été austral;-;2021-12-18T00:00:00+01:00;2022-01-24T00:00:00+01:00;Réunion;Réunion;2021-2022
Vacances d'Hiver austral;Enseignants;2022-07-09T00:00:00+02:00;2022-08-12T00:00:00+02:00;Réunion;Réunion;2021-2022
Vacances d'Hiver;-;2022-02-19T00:00:00+01:00;2022-03-07T00:00:00+01:00;Corse;Corse;2021-2022
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Martinique;Martinique;2020-2021
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Martinique;Martinique;2021-2022
Vacances d'Été;Élèves;2022-07-06T00:00:00+02:00;2022-08-24T00:00:00+02:00;Mayotte;Mayotte;2021-2022
Pont;-;2021-05-26T00:00:00+02:00;2021-05-31T00:00:00+02:00;Guadeloupe;Guadeloupe;2020-2021
Abolition de l’esclavage;Saint-Barthélémy;2021-10-09T00:00:00+02:00;2021-10-09T00:00:00+02:00;Guadeloupe;Guadeloupe;2021-2022
Vacances de la Toussaint;-;2021-10-27T00:00:00+02:00;2021-11-03T00:00:00+01:00;Guadeloupe;Guadeloupe;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Besançon;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Bordeaux;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Clermont-Ferrand;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Aix-Marseille;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Amiens;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Lille;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Nancy-Metz;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Nice;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Versailles;Zone C;2021-2022
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Lille;Zone B;2021-2022
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Paris;Zone C;2021-2022
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Poitiers;Zone A;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Aix-Marseille;Zone B;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Amiens;Zone B;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Lille;Zone B;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Paris;Zone C;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Toulouse;Zone C;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Clermont-Ferrand;Zone A;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Amiens;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Lille;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Nice;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Montpellier;Zone C;2022-2023
Vacances d'Hiver;-;2023-02-04T00:00:00+01:00;2023-02-20T00:00:00+01:00;Besançon;Zone A;2022-2023
Vacances d'Hiver;-;2023-02-04T00:00:00+01:00;2023-02-20T00:00:00+01:00;Grenoble;Zone A;2022-2023
Vacances d'Hiver;-;2023-02-18T00:00:00+01:00;2023-03-06T00:00:00+01:00;Créteil;Zone C;2022-2023
Vacances de Printemps;-;2023-04-08T00:00:00+02:00;2023-04-24T00:00:00+02:00;Grenoble;Zone A;2022-2023
Vacances de Printemps;-;2023-04-08T00:00:00+02:00;2023-04-24T00:00:00+02:00;Limoges;Zone A;2022-2023
Vacances de Printemps;-;2023-04-08T00:00:00+02:00;2023-04-24T00:00:00+02:00;Poitiers;Zone A;2022-2023
Vacances de Printemps;-;2023-04-15T00:00:00+02:00;2023-05-02T00:00:00+02:00;Aix-Marseille;Zone B;2022-2023
Vacances de Printemps;-;2023-04-22T00:00:00+02:00;2023-05-09T00:00:00+02:00;Créteil;Zone C;2022-2023
Vacances de Printemps;-;2023-04-22T00:00:00+02:00;2023-05-09T00:00:00+02:00;Paris;Zone C;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Limoges;Zone A;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Aix-Marseille;Zone B;2022-2023
Vacances d'Été;Enseignants;2023-07-08T00:00:00+02:00;2023-09-01T00:00:00+02:00;Bordeaux;Zone A;2022-2023
